"id","name","name_unac","state"
"2614006","Serrita","Serrita","PE"
"2614105","Sertânia","Sertania","PE"
"2614204","Sirinhaém","Sirinhaem","PE"
"2614303","Moreilândia","Moreilandia","PE"
"2614402","Solidão","Solidao","PE"
"2614501","Surubim","Surubim","PE"
"2614600","Tabira","Tabira","PE"
"2614709","Tacaimbó","Tacaimbo","PE"
"2614808","Tacaratu","Tacaratu","PE"
"2614857","Tamandaré","Tamandare","PE"
"2615003","Taquaritinga do Norte","Taquaritinga do Norte","PE"
"2615102","Terezinha","Terezinha","PE"
"2615201","Terra Nova","Terra Nova","PE"
"2615300","Timbaúba","Timbauba","PE"
"2615409","Toritama","Toritama","PE"
"2615508","Tracunhaém","Tracunhaem","PE"
"2615607","Trindade","Trindade","PE"
"2615706","Triunfo","Triunfo","PE"
"2615805","Tupanatinga","Tupanatinga","PE"
"2615904","Tuparetama","Tuparetama","PE"
"2616001","Venturosa","Venturosa","PE"
"2616100","Verdejante","Verdejante","PE"
"2616183","Vertente do Lério","Vertente do Lerio","PE"
"2616209","Vertentes","Vertentes","PE"
"2616308","Vicência","Vicencia","PE"
"2616407","Vitória de Santo Antão","Vitoria de Santo Antao","PE"
"2616506","Xexéu","Xexeu","PE"
"2200053","Acauã","Acaua","PI"
"2200103","Agricolândia","Agricolandia","PI"
"2200202","Água Branca","Agua Branca","PI"
"2200251","Alagoinha do Piauí","Alagoinha do Piaui","PI"
"2200277","Alegrete do Piauí","Alegrete do Piaui","PI"
"2200301","Alto Longá","Alto Longa","PI"
"2200400","Altos","Altos","PI"
"2200459","Alvorada do Gurguéia","Alvorada do Gurgueia","PI"
"2200509","Amarante","Amarante","PI"
"2200608","Angical do Piauí","Angical do Piaui","PI"
"2200707","Anísio de Abreu","Anisio de Abreu","PI"
"2200806","Antônio Almeida","Antonio Almeida","PI"
"2200905","Aroazes","Aroazes","PI"
"2200954","Aroeiras do Itaim","Aroeiras do Itaim","PI"
"2201002","Arraial","Arraial","PI"
"2201051","Assunção do Piauí","Assuncao do Piaui","PI"
"2201101","Avelino Lopes","Avelino Lopes","PI"
"2201150","Baixa Grande do Ribeiro","Baixa Grande do Ribeiro","PI"
"2201176","Barra D'Alcântara","Barra D'Alcantara","PI"
"2201200","Barras","Barras","PI"
"2201309","Barreiras do Piauí","Barreiras do Piaui","PI"
"2201408","Barro Duro","Barro Duro","PI"
"2201507","Batalha","Batalha","PI"
"2201556","Bela Vista do Piauí","Bela Vista do Piaui","PI"
"2201572","Belém do Piauí","Belem do Piaui","PI"
"2201606","Beneditinos","Beneditinos","PI"
"2201705","Bertolínia","Bertolinia","PI"
"2201739","Betânia do Piauí","Betania do Piaui","PI"
"2201770","Boa Hora","Boa Hora","PI"
"2201804","Bocaina","Bocaina","PI"
"2201903","Bom Jesus","Bom Jesus","PI"
"2201919","Bom Princípio do Piauí","Bom Principio do Piaui","PI"
"2201929","Bonfim do Piauí","Bonfim do Piaui","PI"
"2201945","Boqueirão do Piauí","Boqueirao do Piaui","PI"
"2201960","Brasileira","Brasileira","PI"
"2201988","Brejo do Piauí","Brejo do Piaui","PI"
"2202000","Buriti dos Lopes","Buriti dos Lopes","PI"
"2202026","Buriti dos Montes","Buriti dos Montes","PI"
"2202059","Cabeceiras do Piauí","Cabeceiras do Piaui","PI"
"2202075","Cajazeiras do Piauí","Cajazeiras do Piaui","PI"
"2202083","Cajueiro da Praia","Cajueiro da Praia","PI"
"2202091","Caldeirão Grande do Piauí","Caldeirao Grande do Piaui","PI"
"2202109","Campinas do Piauí","Campinas do Piaui","PI"
"2202117","Campo Alegre do Fidalgo","Campo Alegre do Fidalgo","PI"
"2202133","Campo Grande do Piauí","Campo Grande do Piaui","PI"
"2202174","Campo Largo do Piauí","Campo Largo do Piaui","PI"
"2202208","Campo Maior","Campo Maior","PI"
"2202251","Canavieira","Canavieira","PI"
"2202307","Canto do Buriti","Canto do Buriti","PI"
"2202406","Capitão de Campos","Capitao de Campos","PI"
"2202455","Capitão Gervásio Oliveira","Capitao Gervasio Oliveira","PI"
"2202505","Caracol","Caracol","PI"
"2202539","Caraúbas do Piauí","Caraubas do Piaui","PI"
"2202554","Caridade do Piauí","Caridade do Piaui","PI"
"2202604","Castelo do Piauí","Castelo do Piaui","PI"
"2202653","Caxingó","Caxingo","PI"
"2202703","Cocal","Cocal","PI"
"2202711","Cocal de Telha","Cocal de Telha","PI"
"2202729","Cocal dos Alves","Cocal dos Alves","PI"
"2202737","Coivaras","Coivaras","PI"
"2202752","Colônia do Gurguéia","Colonia do Gurgueia","PI"
"2202778","Colônia do Piauí","Colonia do Piaui","PI"
"2202802","Conceição do Canindé","Conceicao do Caninde","PI"
"2202851","Coronel José Dias","Coronel Jose Dias","PI"
"2202901","Corrente","Corrente","PI"
"2203008","Cristalândia do Piauí","Cristalandia do Piaui","PI"
"2203107","Cristino Castro","Cristino Castro","PI"
"2203206","Curimatá","Curimata","PI"
"2203230","Currais","Currais","PI"
"2203255","Curralinhos","Curralinhos","PI"
"2203271","Curral Novo do Piauí","Curral Novo do Piaui","PI"
"2203305","Demerval Lobão","Demerval Lobao","PI"
"2203354","Dirceu Arcoverde","Dirceu Arcoverde","PI"
"2203404","Dom Expedito Lopes","Dom Expedito Lopes","PI"
"2203420","Domingos Mourão","Domingos Mourao","PI"
"2203453","Dom Inocêncio","Dom Inocencio","PI"
"2203503","Elesbão Veloso","Elesbao Veloso","PI"
"2203602","Eliseu Martins","Eliseu Martins","PI"
"2203701","Esperantina","Esperantina","PI"
"2203750","Fartura do Piauí","Fartura do Piaui","PI"
"2203800","Flores do Piauí","Flores do Piaui","PI"
"2203859","Floresta do Piauí","Floresta do Piaui","PI"
"2203909","Floriano","Floriano","PI"
"2204006","Francinópolis","Francinopolis","PI"
"2204105","Francisco Ayres","Francisco Ayres","PI"
"2204154","Francisco Macedo","Francisco Macedo","PI"
"2204204","Francisco Santos","Francisco Santos","PI"
"2204303","Fronteiras","Fronteiras","PI"
"2204352","Geminiano","Geminiano","PI"
"2204402","Gilbués","Gilbues","PI"
"2204501","Guadalupe","Guadalupe","PI"
"2204550","Guaribas","Guaribas","PI"
"2204600","Hugo Napoleão","Hugo Napoleao","PI"
"2204659","Ilha Grande","Ilha Grande","PI"
"2204709","Inhuma","Inhuma","PI"
"2204808","Ipiranga do Piauí","Ipiranga do Piaui","PI"
"2204907","Isaías Coelho","Isaias Coelho","PI"
"2205003","Itainópolis","Itainopolis","PI"
"2205102","Itaueira","Itaueira","PI"
"2205151","Jacobina do Piauí","Jacobina do Piaui","PI"
"2205201","Jaicós","Jaicos","PI"
"2205250","Jardim do Mulato","Jardim do Mulato","PI"
"2205276","Jatobá do Piauí","Jatoba do Piaui","PI"
"2205300","Jerumenha","Jerumenha","PI"
"2205359","João Costa","Joao Costa","PI"
"2205409","Joaquim Pires","Joaquim Pires","PI"
"2205458","Joca Marques","Joca Marques","PI"
"2205508","José de Freitas","Jose de Freitas","PI"
"2205516","Juazeiro do Piauí","Juazeiro do Piaui","PI"
"2205524","Júlio Borges","Julio Borges","PI"
"2205532","Jurema","Jurema","PI"
"2205540","Lagoinha do Piauí","Lagoinha do Piaui","PI"
"2205557","Lagoa Alegre","Lagoa Alegre","PI"
"2205565","Lagoa do Barro do Piauí","Lagoa do Barro do Piaui","PI"
"2205573","Lagoa de São Francisco","Lagoa de Sao Francisco","PI"
"2205581","Lagoa do Piauí","Lagoa do Piaui","PI"
"2205599","Lagoa do Sítio","Lagoa do Sitio","PI"
"2205607","Landri Sales","Landri Sales","PI"
"2205706","Luís Correia","Luis Correia","PI"
"2205805","Luzilândia","Luzilandia","PI"
"2205854","Madeiro","Madeiro","PI"
"2205904","Manoel Emídio","Manoel Emidio","PI"
"2205953","Marcolândia","Marcolandia","PI"
"2206001","Marcos Parente","Marcos Parente","PI"
"2206050","Massapê do Piauí","Massape do Piaui","PI"
"2206100","Matias Olímpio","Matias Olimpio","PI"
"2206209","Miguel Alves","Miguel Alves","PI"
"2206308","Miguel Leão","Miguel Leao","PI"
"2206357","Milton Brandão","Milton Brandao","PI"
"2206407","Monsenhor Gil","Monsenhor Gil","PI"
"2206506","Monsenhor Hipólito","Monsenhor Hipolito","PI"
"2206605","Monte Alegre do Piauí","Monte Alegre do Piaui","PI"
"2206654","Morro Cabeça no Tempo","Morro Cabeca no Tempo","PI"
"2206670","Morro do Chapéu do Piauí","Morro do Chapeu do Piaui","PI"
"2206696","Murici dos Portelas","Murici dos Portelas","PI"
"2206704","Nazaré do Piauí","Nazare do Piaui","PI"
"2206720","Nazária","Nazaria","PI"
"2206753","Nossa Senhora de Nazaré","Nossa Senhora de Nazare","PI"
"2206803","Nossa Senhora dos Remédios","Nossa Senhora dos Remedios","PI"
"2206902","Novo Oriente do Piauí","Novo Oriente do Piaui","PI"
"2206951","Novo Santo Antônio","Novo Santo Antonio","PI"
"2207009","Oeiras","Oeiras","PI"
"2207108","Olho D'Água do Piauí","Olho D'Agua do Piaui","PI"
"2207207","Padre Marcos","Padre Marcos","PI"
"2207306","Paes Landim","Paes Landim","PI"
"2207355","Pajeú do Piauí","Pajeu do Piaui","PI"
"2207405","Palmeira do Piauí","Palmeira do Piaui","PI"
"2207504","Palmeirais","Palmeirais","PI"
"2207553","Paquetá","Paqueta","PI"
"2207603","Parnaguá","Parnagua","PI"
"2207702","Parnaíba","Parnaiba","PI"
"2207751","Passagem Franca do Piauí","Passagem Franca do Piaui","PI"
"2207777","Patos do Piauí","Patos do Piaui","PI"
"2207793","Pau D'Arco do Piauí","Pau D'Arco do Piaui","PI"
"2207801","Paulistana","Paulistana","PI"
"2207850","Pavussu","Pavussu","PI"
"2207900","Pedro II","Pedro II","PI"
"2207934","Pedro Laurentino","Pedro Laurentino","PI"
"2207959","Nova Santa Rita","Nova Santa Rita","PI"
"2208007","Picos","Picos","PI"
"2208106","Pimenteiras","Pimenteiras","PI"
"2208205","Pio IX","Pio IX","PI"
"2208304","Piracuruca","Piracuruca","PI"
"2208403","Piripiri","Piripiri","PI"
"2208502","Porto","Porto","PI"
"2208551","Porto Alegre do Piauí","Porto Alegre do Piaui","PI"
"2208601","Prata do Piauí","Prata do Piaui","PI"
"2208650","Queimada Nova","Queimada Nova","PI"
"2208700","Redenção do Gurguéia","Redencao do Gurgueia","PI"
"2208809","Regeneração","Regeneracao","PI"
"2208858","Riacho Frio","Riacho Frio","PI"
"2208874","Ribeira do Piauí","Ribeira do Piaui","PI"
"2208908","Ribeiro Gonçalves","Ribeiro Goncalves","PI"
"2209005","Rio Grande do Piauí","Rio Grande do Piaui","PI"
"2209104","Santa Cruz do Piauí","Santa Cruz do Piaui","PI"
"2209153","Santa Cruz dos Milagres","Santa Cruz dos Milagres","PI"
"2209203","Santa Filomena","Santa Filomena","PI"
"2209302","Santa Luz","Santa Luz","PI"
"2209351","Santana do Piauí","Santana do Piaui","PI"
"2209377","Santa Rosa do Piauí","Santa Rosa do Piaui","PI"
"2209401","Santo Antônio de Lisboa","Santo Antonio de Lisboa","PI"
"2209450","Santo Antônio dos Milagres","Santo Antonio dos Milagres","PI"
"2209500","Santo Inácio do Piauí","Santo Inacio do Piaui","PI"
"2209559","São Braz do Piauí","Sao Braz do Piaui","PI"
"2209609","São Félix do Piauí","Sao Felix do Piaui","PI"
"2209658","São Francisco de Assis do Piauí","Sao Francisco de Assis do Piaui","PI"
"2209708","São Francisco do Piauí","Sao Francisco do Piaui","PI"
"2209757","São Gonçalo do Gurguéia","Sao Goncalo do Gurgueia","PI"
"2209807","São Gonçalo do Piauí","Sao Goncalo do Piaui","PI"
"2209856","São João da Canabrava","Sao Joao da Canabrava","PI"
"2209872","São João da Fronteira","Sao Joao da Fronteira","PI"
"2209906","São João da Serra","Sao Joao da Serra","PI"
"2209955","São João da Varjota","Sao Joao da Varjota","PI"
"2209971","São João do Arraial","Sao Joao do Arraial","PI"
"2210003","São João do Piauí","Sao Joao do Piaui","PI"
"2210052","São José do Divino","Sao Jose do Divino","PI"
"2210102","São José do Peixe","Sao Jose do Peixe","PI"
"2210201","São José do Piauí","Sao Jose do Piaui","PI"
"2210300","São Julião","Sao Juliao","PI"
"2210359","São Lourenço do Piauí","Sao Lourenco do Piaui","PI"
"2210375","São Luis do Piauí","Sao Luis do Piaui","PI"
"2210383","São Miguel da Baixa Grande","Sao Miguel da Baixa Grande","PI"
"2210391","São Miguel do Fidalgo","Sao Miguel do Fidalgo","PI"
"2210409","São Miguel do Tapuio","Sao Miguel do Tapuio","PI"
"2210508","São Pedro do Piauí","Sao Pedro do Piaui","PI"
"2210607","São Raimundo Nonato","Sao Raimundo Nonato","PI"
"2210623","Sebastião Barros","Sebastiao Barros","PI"
"2210631","Sebastião Leal","Sebastiao Leal","PI"
"2210656","Sigefredo Pacheco","Sigefredo Pacheco","PI"
"2210706","Simões","Simoes","PI"
"2210805","Simplício Mendes","Simplicio Mendes","PI"
"2210904","Socorro do Piauí","Socorro do Piaui","PI"
"2210938","Sussuapara","Sussuapara","PI"
"2210953","Tamboril do Piauí","Tamboril do Piaui","PI"
"2210979","Tanque do Piauí","Tanque do Piaui","PI"
"2211001","Teresina","Teresina","PI"
"2211100","União","Uniao","PI"
"2211209","Uruçuí","Urucui","PI"
"2211308","Valença do Piauí","Valenca do Piaui","PI"
"2211357","Várzea Branca","Varzea Branca","PI"
"2211407","Várzea Grande","Varzea Grande","PI"
"2211506","Vera Mendes","Vera Mendes","PI"
"2211605","Vila Nova do Piauí","Vila Nova do Piaui","PI"
"2211704","Wall Ferraz","Wall Ferraz","PI"
"4100103","Abatiá","Abatia","PR"
"4100202","Adrianópolis","Adrianopolis","PR"
"4100301","Agudos do Sul","Agudos do Sul","PR"
"4100400","Almirante Tamandaré","Almirante Tamandare","PR"
"4100459","Altamira do Paraná","Altamira do Parana","PR"
"4100509","Altônia","Altonia","PR"
"4100608","Alto Paraná","Alto Parana","PR"
"4100707","Alto Piquiri","Alto Piquiri","PR"
"4100806","Alvorada do Sul","Alvorada do Sul","PR"
"4100905","Amaporã","Amapora","PR"
"4101002","Ampére","Ampere","PR"
"4101051","Anahy","Anahy","PR"
"4101101","Andirá","Andira","PR"
"4101150","Ângulo","Angulo","PR"
"4101200","Antonina","Antonina","PR"
"4101309","Antônio Olinto","Antonio Olinto","PR"
"4101408","Apucarana","Apucarana","PR"
"4101507","Arapongas","Arapongas","PR"
"4101606","Arapoti","Arapoti","PR"
"4101655","Arapuã","Arapua","PR"
"4101705","Araruna","Araruna","PR"
"4101804","Araucária","Araucaria","PR"
"4101853","Ariranha do Ivaí","Ariranha do Ivai","PR"
"4101903","Assaí","Assai","PR"
"4102000","Assis Chateaubriand","Assis Chateaubriand","PR"
"4102109","Astorga","Astorga","PR"
"4102208","Atalaia","Atalaia","PR"
"4102307","Balsa Nova","Balsa Nova","PR"
"4102406","Bandeirantes","Bandeirantes","PR"
"4102505","Barbosa Ferraz","Barbosa Ferraz","PR"
"4102604","Barracão","Barracao","PR"
"4102703","Barra do Jacaré","Barra do Jacare","PR"
"4102752","Bela Vista da Caroba","Bela Vista da Caroba","PR"
"4102802","Bela Vista do Paraíso","Bela Vista do Paraiso","PR"
"4102901","Bituruna","Bituruna","PR"
"4103008","Boa Esperança","Boa Esperanca","PR"
"4103024","Boa Esperança do Iguaçu","Boa Esperanca do Iguacu","PR"
"4103040","Boa Ventura de São Roque","Boa Ventura de Sao Roque","PR"
"4103057","Boa Vista da Aparecida","Boa Vista da Aparecida","PR"
"4103107","Bocaiúva do Sul","Bocaiuva do Sul","PR"
"4103156","Bom Jesus do Sul","Bom Jesus do Sul","PR"
"4103206","Bom Sucesso","Bom Sucesso","PR"
"4103222","Bom Sucesso do Sul","Bom Sucesso do Sul","PR"
"4103305","Borrazópolis","Borrazopolis","PR"
"4103354","Braganey","Braganey","PR"
"4103370","Brasilândia do Sul","Brasilandia do Sul","PR"
"4103404","Cafeara","Cafeara","PR"
"4103453","Cafelândia","Cafelandia","PR"
"4103479","Cafezal do Sul","Cafezal do Sul","PR"
"4103503","Califórnia","California","PR"
"4103602","Cambará","Cambara","PR"
"4103701","Cambé","Cambe","PR"
"4103800","Cambira","Cambira","PR"
"4103909","Campina da Lagoa","Campina da Lagoa","PR"
"4103958","Campina do Simão","Campina do Simao","PR"
"4104006","Campina Grande do Sul","Campina Grande do Sul","PR"
"4104055","Campo Bonito","Campo Bonito","PR"
"4104105","Campo do Tenente","Campo do Tenente","PR"
"4104204","Campo Largo","Campo Largo","PR"
"4104253","Campo Magro","Campo Magro","PR"
"4104303","Campo Mourão","Campo Mourao","PR"
"4104402","Cândido de Abreu","Candido de Abreu","PR"
"4104428","Candói","Candoi","PR"
"4104451","Cantagalo","Cantagalo","PR"
"4104501","Capanema","Capanema","PR"
"4104600","Capitão Leônidas Marques","Capitao Leonidas Marques","PR"
"4104659","Carambeí","Carambei","PR"
"4104709","Carlópolis","Carlopolis","PR"
"4104808","Cascavel","Cascavel","PR"
"4104907","Castro","Castro","PR"
"4105003","Catanduvas","Catanduvas","PR"
"4105102","Centenário do Sul","Centenario do Sul","PR"
"4105201","Cerro Azul","Cerro Azul","PR"
"4105300","Céu Azul","Ceu Azul","PR"
"4105409","Chopinzinho","Chopinzinho","PR"
"4105508","Cianorte","Cianorte","PR"
"4105607","Cidade Gaúcha","Cidade Gaucha","PR"
"4105706","Clevelândia","Clevelandia","PR"
"4105805","Colombo","Colombo","PR"
"4105904","Colorado","Colorado","PR"
"4106001","Congonhinhas","Congonhinhas","PR"
"4106100","Conselheiro Mairinck","Conselheiro Mairinck","PR"
"4106209","Contenda","Contenda","PR"
"4106308","Corbélia","Corbelia","PR"
"4106407","Cornélio Procópio","Cornelio Procopio","PR"
"4106456","Coronel Domingos Soares","Coronel Domingos Soares","PR"
"4106506","Coronel Vivida","Coronel Vivida","PR"
"4106555","Corumbataí do Sul","Corumbatai do Sul","PR"
"4106571","Cruzeiro do Iguaçu","Cruzeiro do Iguacu","PR"
"4106605","Cruzeiro do Oeste","Cruzeiro do Oeste","PR"
"4106704","Cruzeiro do Sul","Cruzeiro do Sul","PR"
"4106803","Cruz Machado","Cruz Machado","PR"
"4106852","Cruzmaltina","Cruzmaltina","PR"
"4106902","Curitiba","Curitiba","PR"
"4107009","Curiúva","Curiuva","PR"
"4107108","Diamante do Norte","Diamante do Norte","PR"
"4107124","Diamante do Sul","Diamante do Sul","PR"
"4107157","Diamante D'Oeste","Diamante D'Oeste","PR"
"4107207","Dois Vizinhos","Dois Vizinhos","PR"
"4107256","Douradina","Douradina","PR"
"4107306","Doutor Camargo","Doutor Camargo","PR"
"4107405","Enéas Marques","Eneas Marques","PR"
"4107504","Engenheiro Beltrão","Engenheiro Beltrao","PR"
"4107520","Esperança Nova","Esperanca Nova","PR"
"4107538","Entre Rios do Oeste","Entre Rios do Oeste","PR"
"4107546","Espigão Alto do Iguaçu","Espigao Alto do Iguacu","PR"
"4107553","Farol","Farol","PR"
"4107603","Faxinal","Faxinal","PR"
"4107652","Fazenda Rio Grande","Fazenda Rio Grande","PR"
"4107702","Fênix","Fenix","PR"
"4107736","Fernandes Pinheiro","Fernandes Pinheiro","PR"
"4107751","Figueira","Figueira","PR"
"4107801","Floraí","Florai","PR"
"4107850","Flor da Serra do Sul","Flor da Serra do Sul","PR"
"4107900","Floresta","Floresta","PR"
"4108007","Florestópolis","Florestopolis","PR"
"4108106","Flórida","Florida","PR"
"4108205","Formosa do Oeste","Formosa do Oeste","PR"
"4108304","Foz do Iguaçu","Foz do Iguacu","PR"
"4108320","Francisco Alves","Francisco Alves","PR"
"4108403","Francisco Beltrão","Francisco Beltrao","PR"
"4108452","Foz do Jordão","Foz do Jordao","PR"
"4108502","General Carneiro","General Carneiro","PR"
"4108551","Godoy Moreira","Godoy Moreira","PR"
"4108601","Goioerê","Goioere","PR"
"4108650","Goioxim","Goioxim","PR"
"4108700","Grandes Rios","Grandes Rios","PR"
"4108809","Guaíra","Guaira","PR"
"4108908","Guairaçá","Guairaca","PR"
"4108957","Guamiranga","Guamiranga","PR"
"4109005","Guapirama","Guapirama","PR"
"4109104","Guaporema","Guaporema","PR"
"4109203","Guaraci","Guaraci","PR"
"4109302","Guaraniaçu","Guaraniacu","PR"
"4109401","Guarapuava","Guarapuava","PR"
"4109500","Guaraqueçaba","Guaraquecaba","PR"
"4109609","Guaratuba","Guaratuba","PR"
"4109658","Honório Serpa","Honorio Serpa","PR"
"4109708","Ibaiti","Ibaiti","PR"
"4109757","Ibema","Ibema","PR"
"4109807","Ibiporã","Ibipora","PR"
"4109906","Icaraíma","Icaraima","PR"
"4110003","Iguaraçu","Iguaracu","PR"
"4110052","Iguatu","Iguatu","PR"
"4110078","Imbaú","Imbau","PR"
"4110102","Imbituva","Imbituva","PR"
"4110201","Inácio Martins","Inacio Martins","PR"
"4110300","Inajá","Inaja","PR"
"4110409","Indianópolis","Indianopolis","PR"
"4110508","Ipiranga","Ipiranga","PR"
"4110607","Iporã","Ipora","PR"
"4110656","Iracema do Oeste","Iracema do Oeste","PR"
"4110706","Irati","Irati","PR"
"4110805","Iretama","Iretama","PR"
"4110904","Itaguajé","Itaguaje","PR"
"4110953","Itaipulândia","Itaipulandia","PR"
"4111001","Itambaracá","Itambaraca","PR"
"4111100","Itambé","Itambe","PR"
"4111209","Itapejara d'Oeste","Itapejara d'Oeste","PR"
"4111258","Itaperuçu","Itaperucu","PR"
"4111308","Itaúna do Sul","Itauna do Sul","PR"
"4111407","Ivaí","Ivai","PR"
"4111506","Ivaiporã","Ivaipora","PR"
"4111555","Ivaté","Ivate","PR"
"4111605","Ivatuba","Ivatuba","PR"
"4111704","Jaboti","Jaboti","PR"
"4111803","Jacarezinho","Jacarezinho","PR"
"4111902","Jaguapitã","Jaguapita","PR"
"4112009","Jaguariaíva","Jaguariaiva","PR"
"4112108","Jandaia do Sul","Jandaia do Sul","PR"
"4112207","Janiópolis","Janiopolis","PR"
"4112306","Japira","Japira","PR"
"4112405","Japurá","Japura","PR"
"4112504","Jardim Alegre","Jardim Alegre","PR"
"4112603","Jardim Olinda","Jardim Olinda","PR"
"4112702","Jataizinho","Jataizinho","PR"
"4112751","Jesuítas","Jesuitas","PR"
"4112801","Joaquim Távora","Joaquim Tavora","PR"
"4112900","Jundiaí do Sul","Jundiai do Sul","PR"
"4112959","Juranda","Juranda","PR"
"4113007","Jussara","Jussara","PR"
"4113106","Kaloré","Kalore","PR"
"4113205","Lapa","Lapa","PR"
"4113254","Laranjal","Laranjal","PR"
"4113304","Laranjeiras do Sul","Laranjeiras do Sul","PR"
"4113403","Leópolis","Leopolis","PR"
"4113429","Lidianópolis","Lidianopolis","PR"
"4113452","Lindoeste","Lindoeste","PR"
"4113502","Loanda","Loanda","PR"
"4113601","Lobato","Lobato","PR"
"4113700","Londrina","Londrina","PR"
"4113734","Luiziana","Luiziana","PR"
"4113759","Lunardelli","Lunardelli","PR"
"4113809","Lupionópolis","Lupionopolis","PR"
"4113908","Mallet","Mallet","PR"
"4114005","Mamborê","Mambore","PR"
"4114104","Mandaguaçu","Mandaguacu","PR"
"4114203","Mandaguari","Mandaguari","PR"
"4114302","Mandirituba","Mandirituba","PR"
"4114351","Manfrinópolis","Manfrinopolis","PR"
"4114401","Mangueirinha","Mangueirinha","PR"
"4114500","Manoel Ribas","Manoel Ribas","PR"
"4114609","Marechal Cândido Rondon","Marechal Candido Rondon","PR"
"4114708","Maria Helena","Maria Helena","PR"
"4114807","Marialva","Marialva","PR"
"4114906","Marilândia do Sul","Marilandia do Sul","PR"
"4115002","Marilena","Marilena","PR"
"4115101","Mariluz","Mariluz","PR"
"4115200","Maringá","Maringa","PR"
"4115309","Mariópolis","Mariopolis","PR"
"4115358","Maripá","Maripa","PR"
"4115408","Marmeleiro","Marmeleiro","PR"
"4115457","Marquinho","Marquinho","PR"
"4115507","Marumbi","Marumbi","PR"
"4115606","Matelândia","Matelandia","PR"
"4115705","Matinhos","Matinhos","PR"
"4115739","Mato Rico","Mato Rico","PR"
"4115754","Mauá da Serra","Maua da Serra","PR"
"4115804","Medianeira","Medianeira","PR"
"4115853","Mercedes","Mercedes","PR"
"4115903","Mirador","Mirador","PR"
"4116000","Miraselva","Miraselva","PR"
"4116059","Missal","Missal","PR"
"4116109","Moreira Sales","Moreira Sales","PR"
"4116208","Morretes","Morretes","PR"
"4116307","Munhoz de Melo","Munhoz de Melo","PR"
"4116406","Nossa Senhora das Graças","Nossa Senhora das Gracas","PR"
"4116505","Nova Aliança do Ivaí","Nova Alianca do Ivai","PR"
"4116604","Nova América da Colina","Nova America da Colina","PR"
"4116703","Nova Aurora","Nova Aurora","PR"
"4116802","Nova Cantu","Nova Cantu","PR"
"4116901","Nova Esperança","Nova Esperanca","PR"
"4116950","Nova Esperança do Sudoeste","Nova Esperanca do Sudoeste","PR"
"4117008","Nova Fátima","Nova Fatima","PR"
"4117057","Nova Laranjeiras","Nova Laranjeiras","PR"
"4117107","Nova Londrina","Nova Londrina","PR"
"4117206","Nova Olímpia","Nova Olimpia","PR"
"4117214","Nova Santa Bárbara","Nova Santa Barbara","PR"
"4117222","Nova Santa Rosa","Nova Santa Rosa","PR"
"4117255","Nova Prata do Iguaçu","Nova Prata do Iguacu","PR"
"4117271","Nova Tebas","Nova Tebas","PR"
"4117297","Novo Itacolomi","Novo Itacolomi","PR"
"4117305","Ortigueira","Ortigueira","PR"
"4117404","Ourizona","Ourizona","PR"
"4117453","Ouro Verde do Oeste","Ouro Verde do Oeste","PR"
"4117503","Paiçandu","Paicandu","PR"
"4117602","Palmas","Palmas","PR"
"4117701","Palmeira","Palmeira","PR"
"4117800","Palmital","Palmital","PR"
"4117909","Palotina","Palotina","PR"
"4118006","Paraíso do Norte","Paraiso do Norte","PR"
"4118105","Paranacity","Paranacity","PR"
"4118204","Paranaguá","Paranagua","PR"
"4118303","Paranapoema","Paranapoema","PR"
"4118402","Paranavaí","Paranavai","PR"
"4118451","Pato Bragado","Pato Bragado","PR"
"4118501","Pato Branco","Pato Branco","PR"
"4118600","Paula Freitas","Paula Freitas","PR"
"4118709","Paulo Frontin","Paulo Frontin","PR"
"4118808","Peabiru","Peabiru","PR"
"4118857","Perobal","Perobal","PR"
"4118907","Pérola","Perola","PR"
"4119004","Pérola d'Oeste","Perola d'Oeste","PR"
"4119103","Piên","Pien","PR"
"4119152","Pinhais","Pinhais","PR"
"4119202","Pinhalão","Pinhalao","PR"
"4119251","Pinhal de São Bento","Pinhal de Sao Bento","PR"
"4119301","Pinhão","Pinhao","PR"
"4119400","Piraí do Sul","Pirai do Sul","PR"
"4119509","Piraquara","Piraquara","PR"
"4119608","Pitanga","Pitanga","PR"
"4119657","Pitangueiras","Pitangueiras","PR"
"4119707","Planaltina do Paraná","Planaltina do Parana","PR"
"4119806","Planalto","Planalto","PR"
"4119905","Ponta Grossa","Ponta Grossa","PR"
"4119954","Pontal do Paraná","Pontal do Parana","PR"
"4120002","Porecatu","Porecatu","PR"
"4120101","Porto Amazonas","Porto Amazonas","PR"
"4120150","Porto Barreiro","Porto Barreiro","PR"
"4120200","Porto Rico","Porto Rico","PR"
"4120309","Porto Vitória","Porto Vitoria","PR"
"4120333","Prado Ferreira","Prado Ferreira","PR"
"4120358","Pranchita","Pranchita","PR"
"4120408","Presidente Castelo Branco","Presidente Castelo Branco","PR"
"4120507","Primeiro de Maio","Primeiro de Maio","PR"
"4120606","Prudentópolis","Prudentopolis","PR"
"4120655","Quarto Centenário","Quarto Centenario","PR"
"4120705","Quatiguá","Quatigua","PR"
"4120804","Quatro Barras","Quatro Barras","PR"
"4120853","Quatro Pontes","Quatro Pontes","PR"
"4120903","Quedas do Iguaçu","Quedas do Iguacu","PR"
"4121000","Querência do Norte","Querencia do Norte","PR"
